lon,lat,depth,strike,dip,dz1,dz2,dz3,thickness
122.63,19.25,184.80,359.26,53.29,21.22,3.58,14.53,71.79
122.63,19.23,184.80,0.68,53.18,21.01,3.58,15.25,71.77
122.63,19.21,184.80,2.14,53.11,20.82,3.58,16.02,71.74
122.63,19.19,184.80,3.61,53.09,20.66,3.57,16.86,71.71
122.63,19.18,184.80,5.09,53.10,20.53,3.57,16.39,71.68
122.63,19.16,184.80,6.56,53.15,20.43,3.57,15.98,71.64
122.62,19.14,184.80,8.01,53.25,20.36,3.57,15.62,71.61
122.62,19.12,184.80,9.42,53.38,20.32,3.57,15.33,71.58
122.62,19.10,184.80,10.79,53.54,20.30,3.57,15.08,71.55
122.61,19.08,184.80,12.10,53.74,20.32,3.56,14.89,71.51
122.61,19.06,184.80,13.34,53.96,20.36,3.56,14.75,71.48
122.60,19.04,184.80,14.50,54.21,20.43,3.56,14.66,71.44
122.60,19.02,184.80,15.57,54.47,20.53,3.56,14.62,71.40
122.59,19.00,184.80,16.55,54.75,20.65,3.56,14.61,71.37
122.58,18.98,184.80,17.43,55.04,20.79,3.56,13.17,71.33
122.58,18.96,184.80,18.21,55.34,20.95,3.55,11.02,71.29
122.57,18.94,184.80,18.88,55.64,21.13,3.55,8.90,71.25
122.56,18.92,184.80,19.44,55.93,21.33,3.55,6.81,71.22
122.55,18.90,184.80,19.90,56.22,21.54,3.55,4.74,71.18
122.54,18.88,184.80,20.24,56.50,21.77,3.55,2.68,71.14
122.54,18.86,184.80,20.48,56.77,22.01,3.54,0.64,71.10
122.53,18.84,184.80,20.62,57.02,22.26,3.54,-1.39,71.06
122.52,18.82,184.80,20.65,57.26,22.51,3.54,-3.42,71.03
122.51,18.80,184.80,20.59,57.48,22.77,3.54,-5.45,70.99
122.50,18.78,184.80,20.44,57.69,23.03,3.54,-7.54,70.95
122.50,18.76,184.80,20.20,57.87,23.29,3.54,-9.74,70.92
122.49,18.74,184.80,19.88,58.03,23.55,3.53,-11.95,70.88
122.48,18.72,184.80,19.49,58.17,23.81,3.53,-14.17,70.84
122.47,18.70,184.80,19.05,58.30,24.05,3.53,-16.41,70.81
122.47,18.68,184.80,18.55,58.40,24.29,3.53,-18.67,70.77
122.46,18.66,184.80,18.01,58.48,24.51,3.53,-20.96,70.74
122.45,18.64,184.80,17.44,58.53,24.72,3.53,-23.26,70.71
122.45,18.63,184.80,16.85,58.57,24.92,3.52,-25.59,70.68
122.44,18.61,184.80,16.26,58.59,25.09,3.52,-27.95,70.64
122.43,18.59,184.80,15.68,58.59,25.25,3.52,-30.33,70.61
122.43,18.57,184.80,15.11,58.57,25.39,3.52,-24.12,70.58
122.42,18.55,184.80,14.58,58.52,25.50,3.52,-17.93,70.55
122.42,18.53,184.80,14.09,58.46,25.59,3.52,-11.76,70.52
122.41,18.51,184.80,13.66,58.38,25.66,3.52,-5.62,70.49
122.40,18.49,184.80,13.29,58.28,25.70,3.51,0.51,70.46
122.40,18.47,184.80,12.99,58.16,25.71,3.51,6.63,70.43
122.39,18.45,184.80,12.77,58.03,25.70,3.51,12.74,70.40
122.39,18.43,184.80,12.64,57.88,25.66,3.51,18.84,70.37
122.38,18.41,184.80,12.60,57.71,25.59,3.51,24.93,70.34
122.38,18.39,184.80,12.65,57.54,25.50,3.51,31.03,70.31
122.38,18.37,184.80,12.81,57.35,25.38,3.51,32.65,70.28
122.37,18.35,184.80,13.05,57.16,25.24,3.50,32.04,70.25
122.36,18.33,184.80,13.40,56.97,25.08,3.50,31.44,70.22
122.36,18.31,184.80,13.83,56.77,24.89,3.50,30.85,70.19
122.35,18.29,184.80,14.35,56.57,24.68,3.50,30.29,70.15
122.35,18.27,184.80,14.95,56.37,24.46,3.50,29.75,70.12
122.34,18.25,184.80,15.62,56.19,24.21,3.50,29.23,70.08
122.34,18.23,184.80,16.36,56.01,23.95,3.49,28.74,70.04
122.33,18.21,184.80,17.15,55.84,23.68,3.49,28.29,70.01
122.32,18.19,184.80,17.99,55.69,23.40,3.49,27.87,69.96
122.32,18.17,184.80,18.87,55.55,23.10,3.49,26.58,69.92
122.31,18.15,184.80,19.77,55.43,22.80,3.48,23.53,69.88
122.30,18.13,184.80,20.69,55.33,22.49,3.48,20.52,69.83
122.29,18.11,184.80,21.61,55.24,22.19,3.48,17.55,69.79
122.28,18.09,184.80,22.53,55.17,21.87,3.48,14.62,69.74
122.27,18.07,184.80,23.44,55.11,21.57,3.47,11.73,69.69
122.27,18.06,184.80,24.33,55.07,21.26,3.47,8.88,69.63
122.26,18.04,184.80,25.19,55.04,20.96,3.47,6.07,69.58
122.25,18.02,184.80,26.01,55.02,20.66,3.47,3.29,69.52
122.24,18.00,184.80,26.79,55.02,20.37,3.46,0.56,69.46
122.22,17.98,184.80,27.53,55.02,20.09,3.46,-2.14,69.40
122.21,17.96,184.80,28.22,55.03,19.82,3.46,-2.84,69.33
122.20,17.94,184.80,28.86,55.04,19.56,3.45,-3.50,69.27
122.19,17.92,184.80,29.44,55.05,19.32,3.45,-4.14,69.20
122.18,17.90,184.80,29.97,55.07,19.08,3.44,-4.74,69.13
122.17,17.88,184.80,30.45,55.09,18.86,3.44,-5.32,69.05
122.15,17.86,184.80,30.87,55.10,18.65,3.44,-5.88,68.97
122.14,17.84,184.80,31.23,55.11,18.46,3.43,-6.43,68.89
122.13,17.82,184.80,31.55,55.12,18.28,3.43,-6.95,68.81
122.12,17.80,184.80,31.81,55.12,18.11,3.42,-7.46,68.72
122.10,17.78,184.80,32.02,55.12,17.96,3.42,-7.96,68.63
122.09,17.77,184.80,32.18,55.12,17.82,3.42,-8.77,68.54
122.08,17.75,184.80,32.30,55.10,17.69,3.41,-9.73,68.45
122.06,17.73,184.80,32.37,55.09,17.58,3.41,-10.69,68.35
122.05,17.71,184.80,32.41,55.07,17.47,3.40,-11.65,68.24
122.04,17.69,184.80,32.40,55.04,17.38,3.39,-12.61,68.13
122.03,17.67,184.80,32.37,55.01,17.29,3.39,-13.57,68.02
122.01,17.65,184.80,32.30,54.97,17.22,3.38,-14.53,67.90
122.00,17.63,184.80,32.21,54.94,17.15,3.38,-15.50,67.78
121.99,17.61,184.80,32.09,54.90,17.08,3.37,-16.47,67.66
121.97,17.59,184.80,31.95,54.85,17.02,3.36,-17.45,67.53
121.96,17.57,184.80,31.80,54.81,16.97,3.36,-17.99,67.39
121.95,17.55,184.80,31.63,54.77,16.92,3.35,-17.66,67.25
121.93,17.53,184.80,31.44,54.73,16.87,3.34,-17.33,67.10
121.92,17.51,184.80,31.25,54.69,16.82,3.34,-17.02,66.95
121.91,17.50,184.80,31.05,54.65,16.78,3.33,-16.71,66.79
121.90,17.48,184.80,30.85,54.62,16.73,3.32,-16.42,66.62
121.89,17.46,184.80,30.65,54.59,16.68,3.31,-16.13,66.45
121.87,17.44,184.80,30.44,54.56,16.63,3.30,-15.86,66.28
121.86,17.42,184.80,30.24,54.54,16.58,3.29,-15.59,66.10
121.85,17.40,184.80,30.05,54.53,16.53,3.29,-15.34,65.91
121.84,17.38,184.80,29.85,54.53,16.47,3.28,-15.09,65.72
121.83,17.36,184.80,29.67,54.53,16.41,3.27,-13.88,65.52
121.81,17.34,184.80,29.49,54.54,16.34,3.26,-12.67,65.32
121.80,17.32,184.80,29.31,54.55,16.27,3.25,-11.47,65.11
121.79,17.30,184.80,29.15,54.58,16.20,3.24,-10.29,64.90
121.78,17.28,184.80,28.99,54.61,16.13,3.22,-9.11,64.68
121.77,17.26,184.80,28.83,54.66,16.05,3.21,-7.93,64.47
121.76,17.24,184.80,28.69,54.71,15.96,3.20,-6.77,64.24
121.74,17.22,184.80,28.55,54.76,15.88,3.19,-5.61,64.02
121.73,17.21,184.80,28.41,54.83,15.79,3.18,-4.45,63.79
121.72,17.19,184.80,28.28,54.90,15.70,3.17,-3.31,63.56
121.71,17.17,184.80,28.15,54.98,15.61,3.16,-3.14,63.33
121.70,17.15,184.80,28.02,55.07,15.52,3.15,-3.47,63.11
121.69,17.13,184.80,27.89,55.17,15.43,3.14,-3.80,62.88
121.68,17.11,184.80,27.76,55.27,15.34,3.12,-4.13,62.65
121.67,17.09,184.80,27.63,55.37,15.25,3.11,-4.48,62.42
121.66,17.07,184.80,27.50,55.48,15.16,3.10,-4.83,62.19
121.65,17.05,184.80,27.36,55.60,15.07,3.09,-5.18,61.97
121.64,17.03,184.80,27.21,55.72,14.99,3.08,-5.54,61.74
121.62,17.01,184.80,27.06,55.84,14.92,3.07,-5.91,61.52
121.61,16.99,184.80,26.91,55.96,14.85,3.06,-6.29,61.31
121.60,16.97,184.80,26.74,56.09,14.78,3.05,-6.25,61.10
121.59,16.95,184.80,26.56,56.22,14.73,3.04,-5.38,60.89
121.58,16.93,184.80,26.38,56.35,14.68,3.03,-4.52,60.68
121.57,16.91,184.80,26.19,56.48,14.64,3.02,-3.67,60.49
121.56,16.89,184.80,25.98,56.62,14.60,3.01,-2.82,60.29
121.55,16.87,184.80,25.77,56.75,14.58,3.00,-1.99,60.10
121.54,16.86,184.80,25.55,56.88,14.57,2.99,-1.16,59.92
121.53,16.84,184.80,25.32,57.01,14.56,2.98,-0.35,59.74
121.52,16.82,184.80,25.09,57.14,14.57,2.97,0.46,59.57
121.51,16.80,184.80,24.84,57.27,14.59,2.96,1.25,59.40
121.50,16.78,184.80,24.59,57.40,14.62,2.95,2.03,59.23
121.49,16.76,184.80,24.34,57.53,14.66,2.95,0.98,59.08
121.49,16.74,184.80,24.08,57.66,14.72,2.94,-0.09,58.92
121.48,16.72,184.80,23.82,57.78,14.78,2.93,-1.16,58.77
121.47,16.70,184.80,23.56,57.91,14.86,2.92,-2.25,58.63
121.46,16.68,184.80,23.30,58.03,14.94,2.92,-3.35,58.49
121.45,16.66,184.80,23.03,58.15,15.04,2.91,-4.47,58.36
121.44,16.64,184.80,22.78,58.28,15.14,2.90,-5.59,58.22
121.43,16.62,184.80,22.52,58.40,15.26,2.90,-6.72,58.09
121.42,16.60,184.80,22.28,58.52,15.38,2.89,-7.87,57.97
121.41,16.58,184.80,22.04,58.64,15.52,2.88,-9.03,57.85
121.41,16.56,184.80,21.81,58.76,15.66,2.88,-8.21,57.73
121.40,16.54,184.80,21.58,58.87,15.80,2.87,-6.41,57.61
121.39,16.52,184.80,21.37,58.99,15.96,2.87,-4.62,57.49
121.38,16.50,184.80,21.17,59.11,16.12,2.86,-2.84,57.37
121.37,16.48,184.80,20.99,59.22,16.28,2.85,-1.07,57.26
121.37,16.46,184.80,20.81,59.34,16.44,2.85,0.70,57.14
121.36,16.45,184.80,20.65,59.45,16.61,2.84,2.46,57.03
121.35,16.43,184.80,20.50,59.57,16.78,2.84,4.21,56.92
121.34,16.41,184.80,20.37,59.68,16.95,2.83,5.95,56.80
121.33,16.39,184.80,20.25,59.79,17.12,2.82,7.69,56.69
121.33,16.37,184.80,20.14,59.90,17.29,2.82,9.03,56.57
121.32,16.35,184.80,20.04,60.01,17.46,2.81,9.56,56.45
121.31,16.33,184.80,19.96,60.12,17.62,2.81,10.08,56.33
121.30,16.31,184.80,19.88,60.22,17.79,2.80,10.61,56.21
121.30,16.29,184.80,19.82,60.32,17.95,2.79,11.13,56.09
121.29,16.27,184.80,19.76,60.42,18.10,2.79,11.65,55.96
121.28,16.25,184.80,19.71,60.52,18.25,2.78,12.16,55.84
121.27,16.23,184.80,19.67,60.61,18.40,2.78,12.67,55.71
121.27,16.21,184.80,19.63,60.70,18.54,2.77,13.19,55.57
121.26,16.19,184.80,19.60,60.78,18.68,2.76,13.70,55.44
121.25,16.17,184.80,19.57,60.87,18.81,2.76,14.21,55.30
121.24,16.15,184.80,19.54,60.94,18.93,2.75,13.11,55.16
121.24,16.13,184.80,19.51,61.02,19.05,2.74,12.00,55.02
121.23,16.11,184.80,19.48,61.09,19.17,2.73,10.90,54.87
121.22,16.09,184.80,19.45,61.15,19.28,2.73,9.80,54.72
121.22,16.07,184.80,19.42,61.21,19.39,2.72,8.69,54.57
121.21,16.05,184.80,19.39,61.27,19.49,2.71,7.59,54.42
121.20,16.03,184.80,19.35,61.32,19.59,2.70,6.48,54.26
121.19,16.01,184.80,19.31,61.37,19.69,2.70,5.37,54.10
121.19,15.99,184.80,19.26,61.41,19.78,2.69,4.26,53.94
121.18,15.97,184.80,19.20,61.46,19.88,2.68,3.14,53.77
121.17,15.95,184.80,19.14,61.49,19.96,2.67,2.81,53.61
121.16,15.93,184.80,19.08,61.53,20.05,2.66,2.86,53.44
121.16,15.92,184.80,19.01,61.56,20.13,2.66,2.92,53.27
121.15,15.90,184.80,18.93,61.59,20.22,2.65,2.97,53.10
121.14,15.88,184.80,18.84,61.61,20.30,2.64,3.01,52.93
121.14,15.86,184.80,18.75,61.64,20.38,2.63,3.05,52.76
121.13,15.84,184.80,18.66,61.66,20.46,2.62,3.09,52.59
121.12,15.82,184.80,18.55,61.69,20.54,2.61,3.13,52.42
121.12,15.80,184.80,18.44,61.71,20.62,2.60,3.16,52.25
121.11,15.78,184.80,18.33,61.74,20.69,2.60,3.18,52.08
121.10,15.76,184.80,18.20,61.76,20.77,2.59,2.89,51.91
121.10,15.74,184.80,18.07,61.79,20.85,2.58,1.98,51.74
121.09,15.72,184.80,17.94,61.82,20.93,2.57,1.06,51.58
121.08,15.70,184.80,17.80,61.85,21.00,2.56,0.14,51.42
121.08,15.68,184.80,17.65,61.89,21.08,2.56,-0.79,51.26
121.07,15.66,184.80,17.49,61.93,21.16,2.55,-1.72,51.10
121.06,15.64,184.80,17.33,61.98,21.24,2.54,-2.67,50.94
121.06,15.62,184.80,17.16,62.02,21.32,2.53,-3.61,50.79
121.05,15.60,184.80,16.98,62.08,21.40,2.52,-4.57,50.65
121.04,15.58,184.80,16.80,62.14,21.48,2.52,-5.53,50.51
121.04,15.56,184.80,16.61,62.20,21.56,2.51,-6.50,50.37
121.03,15.54,184.80,16.41,62.27,21.64,2.50,-6.44,50.24
121.02,15.52,184.80,16.20,62.35,21.73,2.50,-6.39,50.11
121.02,15.50,184.80,15.98,62.43,21.82,2.49,-6.35,49.99
121.01,15.48,184.80,15.75,62.52,21.91,2.49,-6.31,49.87
121.01,15.46,184.80,15.51,62.62,22.01,2.48,-6.29,49.76
121.00,15.44,184.80,15.26,62.72,22.11,2.47,-6.27,49.66
121.00,15.42,184.80,15.01,62.83,22.21,2.47,-6.26,49.56
120.99,15.40,184.80,14.73,62.94,22.32,2.47,-6.27,49.47
120.98,15.38,184.80,14.45,63.07,22.44,2.46,-6.29,49.38
120.98,15.36,184.80,14.16,63.19,22.57,2.46,-6.31,49.31
120.97,15.34,184.80,13.85,63.33,22.70,2.45,-6.69,49.24
120.97,15.32,184.80,13.53,63.47,22.84,2.45,-7.25,49.17
120.96,15.30,184.80,13.20,63.62,22.99,2.45,-7.81,49.12
120.96,15.29,184.80,12.86,63.77,23.15,2.44,-8.40,49.07
120.95,15.27,184.80,12.50,63.93,23.32,2.44,-8.99,49.03
120.95,15.25,184.80,12.13,64.09,23.51,2.44,-9.61,49.00
120.95,15.23,184.80,11.74,64.26,23.70,2.44,-10.23,48.98
120.94,15.21,184.80,11.34,64.43,23.90,2.44,-10.87,48.96
120.94,15.19,184.80,10.93,64.61,24.12,2.44,-11.53,48.96
120.93,15.17,184.80,10.50,64.79,24.35,2.44,-12.21,48.96
120.93,15.15,184.80,10.06,64.98,24.59,2.44,-12.51,48.97
120.93,15.13,184.80,9.61,65.17,24.84,2.44,-12.04,48.99
120.92,15.11,184.80,9.15,65.37,25.10,2.44,-11.59,49.02
120.92,15.09,184.80,8.67,65.56,25.37,2.44,-11.16,49.06
120.92,15.07,184.80,8.18,65.76,25.65,2.44,-10.75,49.11
120.91,15.05,184.80,7.68,65.96,25.94,2.45,-10.35,49.17
120.91,15.03,184.80,7.18,66.17,26.24,2.45,-9.98,49.24
120.91,15.01,184.80,6.66,66.38,26.54,2.45,-9.63,49.32
120.91,14.99,184.80,6.14,66.58,26.85,2.46,-9.30,49.41
120.90,14.97,184.80,5.60,66.79,27.16,2.46,-8.98,49.52
120.90,14.95,184.80,5.07,67.00,27.47,2.47,-8.69,49.63
120.90,14.93,184.80,4.53,67.21,27.78,2.47,-8.02,49.75
120.90,14.91,184.80,3.98,67.42,28.09,2.48,-7.38,49.89
120.90,14.89,184.80,3.43,67.63,28.40,2.49,-6.75,50.03
120.90,14.87,184.80,2.88,67.83,28.70,2.50,-6.14,50.19
120.89,14.85,184.80,2.33,68.04,28.99,2.50,-5.56,50.35
120.89,14.83,184.80,1.78,68.25,29.27,2.51,-5.00,50.53
120.89,14.81,184.80,1.23,68.45,29.54,2.52,-4.46,50.72
120.89,14.79,184.80,0.69,68.65,29.80,2.53,-3.94,50.92
120.89,14.77,184.80,0.14,68.85,30.04,2.54,-3.44,51.12
120.89,14.75,184.80,359.60,69.05,30.26,2.55,-2.96,51.34
120.89,14.73,184.80,359.07,69.24,30.47,2.56,-2.41,51.56
120.89,14.71,184.80,358.54,69.44,30.65,2.57,-1.84,51.79
120.89,14.69,184.80,358.01,69.63,30.82,2.58,-1.29,52.03
120.89,14.67,184.80,357.49,69.81,30.96,2.60,-0.76,52.28
120.90,14.65,184.80,356.97,70.00,31.08,2.61,-0.25,52.53
120.90,14.63,184.80,356.46,70.18,31.17,2.62,0.24,52.79
120.90,14.61,184.80,355.95,70.36,31.24,2.63,0.71,53.05
120.90,14.59,184.80,355.44,70.54,31.29,2.65,1.16,53.31
120.90,14.57,184.80,354.94,70.72,31.31,2.66,1.59,53.57
120.90,14.55,184.80,354.43,70.89,31.30,2.67,2.00,53.84
120.90,14.53,184.80,353.93,71.07,31.27,2.68,2.09,54.11
120.91,14.51,184.80,353.43,71.24,31.21,2.70,1.56,54.37
120.91,14.49,184.80,352.93,71.41,31.12,2.71,1.01,54.64
120.91,14.47,184.80,352.43,71.58,31.02,2.72,0.44,54.90
120.91,14.45,184.80,351.92,71.74,30.89,2.73,-0.14,55.16
120.92,14.43,184.80,351.41,71.91,30.74,2.75,-0.75,55.41
120.92,14.41,184.80,350.90,72.07,30.56,2.76,-1.38,55.66
120.92,14.39,184.80,350.38,72.23,30.37,2.77,-2.03,55.90
120.93,14.37,184.80,349.85,72.39,30.16,2.78,-2.70,56.14
120.93,14.35,184.80,349.32,72.54,29.93,2.79,-3.40,56.36
120.94,14.32,184.80,348.79,72.69,29.68,2.80,-4.11,56.58
120.94,14.30,184.80,348.25,72.84,29.43,2.81,-3.68,56.79
120.94,14.28,184.80,347.70,72.98,29.16,2.82,-3.27,57.00
120.95,14.26,184.80,347.15,73.12,28.88,2.83,-2.89,57.19
120.95,14.24,184.80,346.60,73.25,28.59,2.84,-2.53,57.38
120.96,14.22,184.80,346.05,73.38,28.29,2.85,-2.19,57.55
120.96,14.20,184.80,345.50,73.49,28.00,2.86,-1.87,57.71
120.97,14.18,184.80,344.94,73.60,27.70,2.86,-1.58,57.87
120.98,14.16,184.80,344.40,73.70,27.40,2.87,-1.31,58.02
120.98,14.14,184.80,343.86,73.79,27.10,2.88,-1.07,58.15
120.99,14.12,184.80,343.32,73.87,26.81,2.88,-0.85,58.28
120.99,14.10,184.80,342.80,73.93,26.52,2.89,0.37,58.40
121.00,14.08,184.80,342.29,73.98,26.25,2.89,2.07,58.51
121.01,14.06,184.80,341.80,74.02,25.98,2.90,3.74,58.61
121.01,14.04,184.80,341.33,74.05,25.73,2.90,5.40,58.70
121.02,14.02,184.80,340.88,74.06,25.49,2.90,7.03,58.78
121.03,14.00,184.80,340.45,74.06,25.27,2.91,8.64,58.86
121.04,13.98,184.80,340.04,74.04,25.07,2.91,10.24,58.93
121.04,13.96,184.80,339.67,74.02,24.89,2.91,11.81,58.99
121.05,13.94,184.80,339.32,73.97,24.73,2.91,13.37,59.05
121.06,13.92,184.80,339.01,73.91,24.59,2.91,14.92,59.10
121.07,13.90,184.80,338.73,73.84,24.48,2.91,15.96,59.15
121.08,13.88,184.80,338.48,73.76,24.40,2.92,16.00,59.19
121.08,13.86,184.80,338.27,73.67,24.34,2.92,16.03,59.22
121.09,13.84,184.80,338.09,73.57,24.32,2.92,16.05,59.26
121.10,13.81,184.80,337.95,73.45,24.32,2.92,16.07,59.28
121.11,13.79,184.80,337.85,73.33,24.35,2.92,16.08,59.31
121.12,13.77,184.80,337.78,73.21,24.41,2.92,16.08,59.33
121.13,13.75,184.80,337.75,73.07,24.51,2.92,16.08,59.35
121.13,13.73,184.80,337.76,72.94,24.64,2.92,16.09,59.37
121.14,13.71,184.80,337.80,72.80,24.80,2.92,16.09,59.38
121.15,13.69,184.80,337.87,72.66,24.99,2.92,16.10,59.40
121.16,13.67,184.80,337.97,72.52,25.22,2.91,14.53,59.41
121.17,13.65,184.80,338.10,72.39,25.47,2.91,12.98,59.42
121.18,13.63,184.80,338.26,72.26,25.76,2.91,11.43,59.43
121.19,13.61,184.80,338.45,72.13,26.09,2.91,9.89,59.43
121.19,13.59,184.80,338.67,72.02,26.44,2.91,8.36,59.44
121.20,13.57,184.80,338.90,71.91,26.83,2.91,6.84,59.45
121.21,13.55,184.80,339.16,71.81,27.24,2.91,5.33,59.45
121.22,13.53,184.80,339.44,71.72,27.68,2.91,3.84,59.45
121.23,13.51,184.80,339.74,71.64,28.16,2.90,2.35,59.46
121.23,13.49,184.80,340.05,71.57,28.66,2.90,0.89,59.46
121.24,13.47,184.80,340.39,71.52,29.19,2.90,1.42,59.46
121.25,13.45,184.80,340.74,71.48,29.74,2.90,2.95,59.47
121.25,13.43,184.80,341.11,71.45,30.32,2.89,4.51,59.47
121.26,13.41,184.80,341.49,71.43,30.92,2.89,6.08,59.47
121.27,13.38,184.80,341.90,71.43,31.54,2.89,7.66,59.47
121.28,13.36,184.80,342.32,71.44,32.19,2.88,9.27,59.47
121.28,13.34,184.80,342.76,71.46,32.86,2.88,10.90,59.47
121.29,13.32,184.80,343.22,71.49,33.54,2.88,12.54,59.47
121.29,13.30,184.80,343.71,71.53,34.24,2.87,14.21,59.47
121.30,13.28,184.80,344.22,71.58,34.96,2.87,15.90,59.48
121.31,13.26,184.80,344.77,71.64,35.70,2.87,17.07,59.48
121.31,13.24,184.80,345.34,71.72,36.44,2.86,17.19,59.48
121.32,13.22,184.80,345.96,71.79,37.20,2.86,17.34,59.48
121.32,13.20,184.80,346.62,71.88,37.97,2.85,17.52,59.48
121.96,22.96,187.02,2.72,77.48,19.65,4.07,-5.89,82.06
121.96,22.94,187.02,2.18,77.47,19.67,4.07,-4.80,82.05
121.96,22.92,187.02,1.64,77.46,19.71,4.07,-3.73,82.04
121.96,22.90,187.02,1.11,77.44,19.76,4.07,-2.68,82.03
121.96,22.88,187.02,0.57,77.42,19.83,4.07,-1.65,82.02
121.95,22.86,187.02,0.05,77.40,19.91,4.07,-0.64,82.00
121.95,22.84,187.02,359.53,77.38,20.02,4.07,0.35,81.98
121.95,22.82,187.02,359.02,77.35,20.14,4.07,1.32,81.95
121.95,22.80,187.02,358.51,77.32,20.27,4.06,2.27,81.92
121.96,22.78,187.02,358.02,77.29,20.42,4.06,3.20,81.89
121.96,22.76,187.02,357.54,77.25,20.58,4.06,4.11,81.85
121.96,22.74,187.02,357.07,77.21,20.76,4.06,4.18,81.82
121.96,22.72,187.02,356.61,77.16,20.95,4.06,3.83,81.77
121.96,22.70,187.02,356.17,77.11,21.14,4.06,3.46,81.73
121.96,22.68,187.02,355.74,77.05,21.35,4.05,3.07,81.68
121.96,22.66,187.02,355.33,76.99,21.57,4.05,2.67,81.63
121.96,22.64,187.02,354.94,76.92,21.79,4.05,2.24,81.58
121.96,22.62,187.02,354.56,76.85,22.02,4.05,1.81,81.53
121.97,22.60,187.02,354.19,76.77,22.25,4.05,1.36,81.47
121.97,22.58,187.02,353.85,76.69,22.49,4.04,0.89,81.42
121.97,22.56,187.02,353.52,76.61,22.72,4.04,0.42,81.36
121.97,22.54,187.02,353.21,76.52,22.95,4.04,0.00,81.30
121.98,22.52,187.02,352.92,76.43,23.18,4.04,-0.27,81.24
121.98,22.50,187.02,352.65,76.33,23.40,4.03,-0.55,81.18
121.98,22.48,187.02,352.40,76.23,23.61,4.03,-0.84,81.11
121.98,22.46,187.02,352.16,76.13,23.81,4.03,-1.15,81.05
121.99,22.44,187.02,351.95,76.03,24.00,4.02,-1.46,80.98
121.99,22.42,187.02,351.75,75.93,24.18,4.02,-1.78,80.92
121.99,22.40,187.02,351.56,75.83,24.34,4.02,-2.10,80.85
121.99,22.38,187.02,351.39,75.74,24.49,4.01,-2.44,80.79
122.00,22.36,187.02,351.23,75.64,24.62,4.01,-2.78,80.72
122.00,22.34,187.02,351.09,75.54,24.74,4.01,-3.13,80.66
122.00,22.32,187.02,350.96,75.45,24.84,4.01,-3.39,80.59
122.01,22.30,187.02,350.84,75.36,24.92,4.00,-3.65,80.53
122.01,22.28,187.02,350.72,75.28,24.98,4.00,-3.92,80.46
122.01,22.26,187.02,350.61,75.20,25.02,4.00,-4.19,80.40
122.02,22.24,187.02,350.50,75.13,25.05,3.99,-4.47,80.34
122.02,22.22,187.02,350.40,75.06,25.06,3.99,-4.75,80.27
122.02,22.20,187.02,350.30,74.99,25.06,3.99,-5.03,80.21
122.03,22.18,187.02,350.19,74.94,25.04,3.99,-5.32,80.15
122.03,22.16,187.02,350.08,74.88,25.02,3.98,-5.62,80.09
122.04,22.14,187.02,349.96,74.84,24.98,3.98,-5.91,80.04
122.04,22.12,187.02,349.83,74.80,24.93,3.98,-5.49,79.98
122.04,22.10,187.02,349.69,74.77,24.87,3.97,-4.71,79.92
122.05,22.08,187.02,349.54,74.74,24.81,3.97,-3.93,79.87
122.05,22.06,187.02,349.38,74.71,24.74,3.97,-3.16,79.82
122.05,22.04,187.02,349.20,74.70,24.67,3.97,-2.40,79.76
122.06,22.02,187.02,349.01,74.68,24.60,3.97,-1.64,79.71
122.06,22.00,187.02,348.80,74.67,24.53,3.96,-0.89,79.67
122.07,21.98,187.02,348.57,74.66,24.46,3.96,-0.15,79.62
122.07,21.96,187.02,348.33,74.66,24.40,3.96,0.57,79.57
122.07,21.93,187.02,348.07,74.66,24.34,3.96,1.29,79.53
122.08,21.91,187.02,347.79,74.66,24.28,3.96,1.07,79.49
122.08,21.89,187.02,347.49,74.66,24.24,3.95,-1.03,79.44
122.09,21.87,187.02,347.19,74.67,24.20,3.95,-3.14,79.40
122.09,21.85,187.02,346.86,74.67,24.16,3.95,-5.27,79.36
122.10,21.83,187.02,346.53,74.67,24.14,3.95,-7.41,79.33
122.10,21.81,187.02,346.19,74.67,24.12,3.95,-9.56,79.29
122.11,21.79,187.02,345.84,74.67,24.12,3.95,-11.73,79.25
122.11,21.77,187.02,345.48,74.67,24.11,3.94,-13.91,79.22
122.12,21.75,187.02,345.12,74.67,24.12,3.94,-16.11,79.19
122.12,21.73,187.02,344.76,74.66,24.13,3.94,-18.33,79.15
122.13,21.71,187.02,344.40,74.65,24.15,3.94,-20.56,79.12
122.14,21.69,187.02,344.04,74.63,24.17,3.94,-20.10,79.09
122.14,21.67,187.02,343.70,74.61,24.20,3.94,-19.67,79.05
122.15,21.65,187.02,343.36,74.58,24.23,3.94,-19.24,79.02
122.15,21.63,187.02,343.03,74.55,24.26,3.93,-18.84,78.99
122.16,21.61,187.02,342.72,74.51,24.30,3.93,-18.44,78.95
122.17,21.59,187.02,342.42,74.46,24.33,3.93,-18.06,78.92
122.17,21.57,187.02,342.15,74.41,24.36,3.93,-17.69,78.89
122.18,21.55,187.02,341.89,74.35,24.39,3.93,-17.34,78.85
122.19,21.53,187.02,341.66,74.28,24.42,3.93,-16.99,78.81
122.20,21.51,187.02,341.45,74.20,24.44,3.92,-16.66,78.78
122.20,21.49,187.02,341.27,74.12,24.46,3.92,-14.87,78.74
