lon,lat,depth,strike,dip,dz1,dz2,dz3,thickness
155.13,-5.98,334.79,306.84,92.16,22.27,6.31,9.16,126.16
155.11,-5.97,334.79,308.02,92.15,21.99,6.31,9.59,126.17
155.09,-5.96,334.79,309.22,92.14,21.71,6.31,10.06,126.18
155.07,-5.94,334.79,310.42,92.14,21.43,6.32,10.59,126.19
155.06,-5.93,334.79,311.61,92.14,21.17,6.32,10.43,126.21
155.04,-5.92,334.79,312.80,92.14,20.91,6.32,10.12,126.22
155.02,-5.90,334.79,313.97,92.14,20.66,6.32,9.87,126.24
155.01,-5.89,334.79,315.12,92.13,20.42,6.32,9.68,126.26
154.99,-5.87,334.79,316.25,92.12,20.18,6.32,9.55,126.27
154.98,-5.85,334.79,317.37,92.11,19.96,6.32,9.47,126.29
154.96,-5.84,334.79,318.48,92.08,19.74,6.32,9.45,126.31
154.94,-5.82,334.79,319.57,92.03,19.53,6.32,9.48,126.33
154.93,-5.80,334.79,320.66,91.95,19.32,6.32,9.58,126.35
154.91,-5.79,334.79,321.75,91.85,19.12,6.33,9.74,126.38
154.90,-5.77,334.79,322.85,91.70,18.92,6.33,9.73,126.40
154.88,-5.75,334.79,323.95,91.51,18.72,6.33,9.64,126.42
154.87,-5.73,334.79,325.07,91.26,18.51,6.33,9.61,126.45
154.85,-5.71,334.79,326.20,90.94,18.31,6.33,9.66,126.48
154.84,-5.69,334.79,327.35,90.55,18.11,6.33,9.78,126.50
154.82,-5.66,334.79,328.50,90.08,17.90,6.33,9.97,126.53
154.81,-5.64,334.79,329.67,89.51,17.69,6.34,10.25,126.56
154.80,-5.62,334.79,330.84,88.83,17.47,6.34,10.61,126.59
154.78,-5.59,334.79,332.01,88.05,17.25,6.34,11.05,126.63
154.77,-5.57,334.79,333.17,87.15,17.03,6.34,11.59,126.66
154.75,-5.54,334.79,334.30,86.12,16.81,6.34,11.77,126.70
154.74,-5.52,334.79,335.40,84.98,16.59,6.34,11.46,126.74
154.73,-5.49,334.79,336.47,83.72,16.37,6.35,11.25,126.78
154.72,-5.46,334.79,337.48,82.34,16.15,6.35,11.13,126.82
154.70,-5.43,334.79,338.43,80.86,15.94,6.35,11.10,126.86
154.69,-5.40,334.79,339.31,79.29,15.73,6.35,11.17,126.90
154.68,-5.37,334.79,340.12,77.63,15.53,6.36,11.32,126.95
154.67,-5.34,334.79,340.85,75.92,15.34,6.36,11.55,127.00
154.66,-5.31,334.79,341.49,74.16,15.16,6.36,11.86,127.04
154.65,-5.28,334.79,342.05,72.38,14.99,6.36,12.24,127.09
154.64,-5.25,334.79,342.52,70.61,14.85,6.36,12.07,127.14
154.62,-5.21,334.79,342.90,68.86,14.72,6.37,10.17,127.19
154.61,-5.18,334.79,343.19,67.15,14.61,6.37,8.32,127.24
154.60,-5.15,334.79,343.40,65.50,14.53,6.37,6.50,127.29
154.59,-5.11,334.79,343.52,63.93,14.47,6.37,4.69,127.34
154.58,-5.08,334.79,343.56,62.45,14.44,6.38,2.90,127.39
154.57,-5.04,334.79,343.53,61.07,14.44,6.38,1.11,127.43
154.56,-5.01,334.79,343.42,59.81,14.47,6.38,-0.69,127.48
154.55,-4.98,334.79,343.25,58.65,14.53,6.38,-2.51,127.52
154.54,-4.94,334.79,343.02,57.61,14.63,6.39,-4.36,127.56
154.53,-4.91,334.79,342.74,56.69,14.77,6.39,-5.99,127.60
154.52,-4.88,334.79,342.43,55.87,14.95,6.39,-4.72,127.63
154.51,-4.84,334.79,342.08,55.17,15.16,6.39,-3.50,127.67
154.50,-4.81,334.79,341.71,54.57,15.41,6.39,-2.32,127.70
154.48,-4.78,334.79,341.34,54.07,15.71,6.39,-1.17,127.72
154.47,-4.75,334.79,340.96,53.66,16.04,6.39,-0.08,127.75
154.46,-4.72,334.79,340.59,53.34,16.41,6.39,0.98,127.77
154.45,-4.69,334.79,340.24,53.09,16.82,6.40,2.00,127.78
154.44,-4.66,334.79,339.91,52.91,17.26,6.40,2.98,127.80
154.43,-4.63,334.79,339.61,52.79,17.74,6.40,3.93,127.81
154.42,-4.59,334.79,339.35,52.73,18.24,6.40,4.84,127.82
154.40,-4.57,334.79,339.11,52.72,18.76,6.40,5.31,127.83
154.39,-4.54,334.79,338.91,52.76,19.30,6.40,5.71,127.84
154.38,-4.51,334.79,338.74,52.84,19.86,6.40,6.09,127.84
154.37,-4.48,334.79,338.60,52.96,20.42,6.40,6.45,127.84
154.36,-4.45,334.79,338.48,53.13,20.98,6.40,6.80,127.84
154.34,-4.42,334.79,338.37,53.33,21.54,6.40,7.14,127.84
154.33,-4.39,334.79,338.28,53.57,22.08,6.40,7.47,127.84
154.32,-4.36,334.79,338.20,53.85,22.61,6.40,7.79,127.84
154.31,-4.33,334.79,338.12,54.17,23.10,6.40,8.10,127.84
154.29,-4.30,334.79,338.03,54.53,23.57,6.40,8.41,127.84
154.28,-4.27,334.79,337.93,54.93,23.99,6.40,7.24,127.84
154.27,-4.25,334.79,337.82,55.38,24.37,6.40,5.48,127.83
154.26,-4.22,334.79,337.70,55.87,24.70,6.40,3.71,127.83
154.25,-4.19,334.79,337.56,56.41,24.97,6.40,1.93,127.83
154.23,-4.16,334.79,337.39,56.99,25.18,6.40,0.14,127.82
154.22,-4.13,334.79,337.21,57.62,25.33,6.40,-1.67,127.82
154.21,-4.10,334.79,337.00,58.28,25.42,6.40,-3.50,127.82
154.20,-4.08,334.79,336.77,58.99,25.43,6.40,-5.35,127.82
154.18,-4.05,334.79,336.52,59.73,25.38,6.40,-7.22,127.81
154.17,-4.02,334.79,336.24,60.50,25.26,6.40,-9.12,127.81
154.16,-3.99,334.79,335.94,61.30,25.08,6.39,-9.74,127.80
154.15,-3.97,334.79,335.61,62.13,24.83,6.39,-9.28,127.80
154.13,-3.94,334.79,335.25,62.96,24.52,6.39,-8.85,127.80
154.12,-3.91,334.79,334.87,63.80,24.15,6.39,-8.45,127.79
154.11,-3.89,334.79,334.45,64.65,23.73,6.39,-8.09,127.79
154.09,-3.86,334.79,334.00,65.49,23.26,nan,-7.76,nan
154.08,-3.83,334.79,333.52,66.32,22.75,nan,-7.47,nan
154.07,-3.81,334.79,333.01,67.12,22.20,nan,-7.21,nan
154.05,-3.78,334.79,332.45,67.91,21.62,nan,-7.01,nan
154.04,-3.76,334.79,331.86,68.66,21.01,nan,-6.84,nan
154.03,-3.74,334.79,331.23,69.39,20.39,nan,-6.67,nan
154.01,-3.71,334.79,330.55,70.07,19.75,nan,-6.45,nan
154.00,-3.69,334.79,329.83,70.72,19.11,nan,-6.28,nan
153.98,-3.67,334.79,329.06,71.32,18.47,nan,-6.16,nan
157.99,-7.80,337.02,291.58,90.07,10.61,6.32,0.90,127.00
157.97,-7.80,337.02,291.77,90.15,10.58,6.32,0.96,127.05
157.95,-7.79,337.02,291.98,90.23,10.55,6.32,1.02,127.09
157.93,-7.78,337.02,292.21,90.32,10.51,6.33,1.02,127.14
157.91,-7.78,337.02,292.45,90.40,10.48,6.33,1.00,127.19
157.90,-7.77,337.02,292.70,90.49,10.43,6.34,0.98,127.24
157.88,-7.76,337.02,292.97,90.58,10.39,6.34,0.98,127.29
157.86,-7.76,337.02,293.27,90.67,10.34,6.35,0.99,127.35
157.84,-7.75,337.02,293.58,90.76,10.28,6.35,1.01,127.41
157.82,-7.74,337.02,293.91,90.86,10.23,6.35,1.05,127.47
157.80,-7.73,337.02,294.26,90.96,10.17,6.36,1.09,127.53
157.78,-7.73,337.02,294.64,91.06,10.10,6.36,1.15,127.60
157.76,-7.72,337.02,295.03,91.16,10.04,6.37,1.23,127.66
157.74,-7.71,337.02,295.45,91.26,9.97,6.37,1.27,127.73
157.73,-7.70,337.02,295.90,91.36,9.89,6.38,1.28,127.80
157.71,-7.69,337.02,296.37,91.46,9.82,6.38,1.30,127.88
157.69,-7.69,337.02,296.86,91.56,9.74,6.39,1.34,127.95
157.67,-7.68,337.02,297.38,91.66,9.66,6.39,1.41,128.03
157.65,-7.67,337.02,297.92,91.76,9.58,6.40,1.49,128.11
157.63,-7.66,337.02,298.48,91.85,9.50,6.40,1.60,128.19
157.61,-7.65,337.02,299.06,91.94,9.41,6.41,1.73,128.27
157.60,-7.64,337.02,299.67,92.02,9.33,6.41,1.88,128.35
157.58,-7.63,337.02,300.29,92.09,9.25,6.42,2.06,128.43
157.56,-7.62,337.02,300.94,92.15,9.17,6.42,2.10,128.52
157.54,-7.61,337.02,301.59,92.20,9.09,6.43,1.82,128.61
157.52,-7.60,337.02,302.26,92.23,9.01,6.43,1.56,128.69
157.51,-7.59,337.02,302.94,92.25,8.94,6.44,1.33,128.78
157.49,-7.58,337.02,303.63,92.25,8.87,6.44,1.13,128.87
157.47,-7.57,337.02,304.31,92.23,8.80,6.45,0.96,128.97
157.45,-7.56,337.02,304.99,92.20,8.74,6.45,0.81,129.06
157.43,-7.55,337.02,305.67,92.13,8.69,6.46,0.70,129.16
157.42,-7.53,337.02,306.33,92.05,8.64,6.46,0.61,129.25
157.40,-7.52,337.02,306.99,91.94,8.61,6.47,0.56,129.35
157.38,-7.51,337.02,307.62,91.81,8.58,6.48,0.53,129.45
157.37,-7.50,337.02,308.23,91.65,8.57,6.48,0.54,129.56
157.35,-7.49,337.02,308.81,91.47,8.56,6.49,0.57,129.66
157.33,-7.47,337.02,309.37,91.26,8.57,6.49,0.63,129.77
157.31,-7.46,337.02,309.89,91.03,8.59,6.50,0.71,129.88
157.30,-7.45,337.02,310.38,90.78,8.63,6.50,0.82,130.00
157.28,-7.43,337.02,310.84,90.51,8.68,6.51,0.94,130.11
157.26,-7.42,337.02,311.26,90.23,8.75,6.52,1.09,130.23
157.25,-7.41,337.02,311.64,89.93,8.84,6.52,1.26,130.35
157.23,-7.39,337.02,311.98,89.61,8.95,6.53,1.44,130.47
157.21,-7.38,337.02,312.28,89.29,9.08,6.53,1.64,130.59
157.20,-7.36,337.02,312.55,88.96,9.23,6.54,1.31,130.72
157.18,-7.35,337.02,312.79,88.63,9.41,6.55,0.97,130.85
157.16,-7.33,337.02,312.99,88.29,9.60,6.55,0.63,130.98
157.15,-7.32,337.02,313.15,87.95,9.82,6.56,0.30,131.11
157.13,-7.30,337.02,313.29,87.62,10.07,6.57,-0.02,131.24
157.11,-7.29,337.02,313.40,87.29,10.33,6.57,-0.33,131.38
157.10,-7.28,337.02,313.48,86.97,10.62,6.58,-0.64,131.51
157.08,-7.26,337.02,313.53,86.65,10.94,6.59,-0.95,131.65
157.06,-7.25,337.02,313.57,86.35,11.28,6.59,-1.25,131.78
157.05,-7.23,337.02,313.58,86.05,11.63,6.60,-1.56,131.92
157.03,-7.22,337.02,313.57,85.77,12.01,6.61,-1.59,132.05
157.01,-7.20,337.02,313.54,85.50,12.41,6.61,-1.53,132.19
157.00,-7.19,337.02,313.49,85.24,12.82,6.62,-1.48,132.32
156.98,-7.17,337.02,313.43,85.00,13.25,6.63,-1.43,132.45
156.96,-7.16,337.02,313.34,84.77,13.69,6.63,-1.39,132.58
156.95,-7.14,337.02,313.24,84.55,14.15,6.64,-1.34,132.71
156.93,-7.13,337.02,313.12,84.35,14.60,6.64,-1.31,132.83
156.91,-7.11,337.02,312.97,84.17,15.07,6.65,-1.28,132.96
156.90,-7.10,337.02,312.81,84.01,15.53,6.66,-1.26,133.07
156.88,-7.09,337.02,312.61,83.86,15.99,6.66,-1.24,133.19
156.86,-7.07,337.02,312.39,83.74,16.45,6.67,-1.26,133.30
156.85,-7.06,337.02,312.15,83.63,16.90,6.67,-1.30,133.41
156.83,-7.04,337.02,311.87,83.55,17.34,6.68,-1.36,133.51
156.81,-7.03,337.02,311.56,83.50,17.76,6.68,-1.43,133.61
156.80,-7.02,337.02,311.22,83.47,18.17,6.69,-1.51,133.71
156.78,-7.00,337.02,310.84,83.47,18.55,6.69,-1.61,133.80
156.76,-6.99,337.02,310.42,83.50,18.92,6.70,-1.73,133.88
156.74,-6.97,337.02,309.97,83.56,19.26,6.70,-1.87,133.96
156.73,-6.96,337.02,309.48,83.66,19.58,6.70,-2.03,134.04
156.71,-6.95,337.02,308.95,83.79,19.86,6.71,-2.21,134.11
156.69,-6.94,337.02,308.39,83.95,20.12,6.71,-2.80,134.17
156.68,-6.92,337.02,307.79,84.15,20.35,6.71,-3.96,134.24
156.66,-6.91,337.02,307.17,84.39,20.55,6.72,-5.15,134.29
156.64,-6.90,337.02,306.52,84.65,20.72,6.72,-6.37,134.34
156.62,-6.89,337.02,305.84,84.95,20.85,6.72,-7.62,134.39
156.61,-6.88,337.02,305.15,85.29,20.96,6.72,-8.90,134.44
156.59,-6.86,337.02,304.45,85.64,21.03,6.73,-10.20,134.48
156.57,-6.85,337.02,303.75,86.03,21.08,6.73,-11.54,134.52
156.55,-6.84,337.02,303.05,86.43,21.10,6.73,-12.90,134.55
156.53,-6.83,337.02,302.37,86.84,21.10,6.73,-14.30,134.58
156.52,-6.82,337.02,301.70,87.27,21.07,6.73,-15.26,134.61
156.50,-6.81,337.02,301.07,87.71,21.02,6.74,-14.70,134.64
156.48,-6.80,337.02,300.48,88.15,20.95,6.74,-14.16,134.66
156.46,-6.79,337.02,299.93,88.58,20.87,6.74,-13.65,134.68
156.44,-6.78,337.02,299.44,89.02,20.78,6.74,-13.16,134.70
156.43,-6.77,337.02,299.02,89.45,20.67,6.74,-12.69,134.72
156.41,-6.76,337.02,298.67,89.87,20.56,6.74,-12.24,134.74
156.39,-6.75,337.02,298.39,90.28,20.44,6.74,-11.80,134.75
156.37,-6.75,337.02,298.20,90.68,20.32,6.74,-11.36,134.76
156.35,-6.74,337.02,298.10,91.07,20.20,6.74,-10.94,134.76
156.33,-6.73,337.02,298.09,91.46,20.08,6.74,-10.51,134.77
156.32,-6.72,337.02,298.17,91.83,19.97,6.74,-9.99,134.77
156.30,-6.71,337.02,298.34,92.19,19.87,6.74,-9.47,134.76
156.28,-6.70,337.02,298.60,92.55,19.78,6.74,-8.94,134.74
156.26,-6.69,337.02,298.94,92.90,19.71,6.74,-8.40,134.72
156.24,-6.68,337.02,299.35,93.24,19.64,6.74,-7.84,134.69
156.22,-6.67,337.02,299.84,93.56,19.59,6.74,-7.26,134.65
156.21,-6.66,337.02,300.39,93.88,19.56,6.74,-6.67,134.60
156.19,-6.65,337.02,300.99,94.19,19.54,6.73,-6.04,134.54
156.17,-6.64,337.02,301.64,94.48,19.54,6.73,-5.40,134.46
156.15,-6.63,337.02,302.31,94.76,19.55,6.72,-4.72,134.37
156.13,-6.62,337.02,303.01,95.02,19.58,6.72,-4.71,134.27
156.12,-6.61,337.02,303.71,95.26,19.63,6.71,-4.76,134.14
156.10,-6.60,337.02,304.42,95.48,19.69,6.71,-4.78,134.01
156.08,-6.59,337.02,305.10,95.67,19.77,6.70,-4.78,133.85
156.06,-6.58,337.02,305.77,95.84,19.86,6.69,-4.74,133.68
156.05,-6.57,337.02,306.40,95.99,19.97,6.68,-4.68,133.49
156.03,-6.55,337.02,307.00,96.11,20.09,6.67,-4.59,133.28
156.01,-6.54,337.02,307.54,96.21,20.22,6.66,-4.48,133.06
155.99,-6.53,337.02,308.03,96.27,20.36,6.65,-4.34,132.82
155.98,-6.52,337.02,308.47,96.32,20.52,6.63,-4.18,132.57
155.96,-6.50,337.02,308.85,96.33,20.68,6.62,-3.89,132.31
155.94,-6.49,337.02,309.16,96.33,20.85,6.61,-3.53,132.03
155.93,-6.48,337.02,309.40,96.30,21.03,6.59,-3.16,131.74
155.91,-6.46,337.02,309.58,96.25,21.21,6.58,-2.78,131.45
155.89,-6.45,337.02,309.69,96.18,21.40,6.56,-2.39,131.15
155.87,-6.44,337.02,309.74,96.09,21.60,6.55,-2.00,130.84
155.86,-6.42,337.02,309.72,95.98,21.81,6.53,-1.61,130.54
155.84,-6.41,337.02,309.64,95.86,22.02,6.52,-1.22,130.23
155.82,-6.40,337.02,309.49,95.73,22.23,6.50,-0.83,129.93
155.81,-6.38,337.02,309.28,95.59,22.45,6.49,-0.45,129.64
155.79,-6.37,337.02,309.01,95.44,22.67,6.47,-0.52,129.35
155.77,-6.36,337.02,308.69,95.28,22.89,6.46,-1.01,129.07
155.75,-6.35,337.02,308.31,95.12,23.12,6.45,-1.52,128.80
155.74,-6.33,337.02,307.89,94.95,23.35,6.43,-2.05,128.54
155.72,-6.32,337.02,307.41,94.79,23.58,6.42,-2.59,128.29
155.70,-6.31,337.02,306.90,94.62,23.81,6.41,-3.16,128.06
155.68,-6.30,337.02,306.34,94.46,24.03,6.40,-3.75,127.85
155.67,-6.28,337.02,305.75,94.29,24.26,6.39,-4.37,127.64
155.65,-6.27,337.02,305.14,94.13,24.48,6.38,-5.01,127.46
155.63,-6.26,337.02,304.50,93.98,24.69,6.37,-5.68,127.28
155.61,-6.25,337.02,303.84,93.82,24.90,6.36,-5.77,127.13
155.60,-6.24,337.02,303.17,93.68,25.10,6.35,-4.67,126.98
155.58,-6.23,337.02,302.51,93.53,25.28,6.35,-3.60,126.86
155.56,-6.22,337.02,301.85,93.39,25.45,6.34,-2.56,126.74
155.54,-6.21,337.02,301.20,93.25,25.61,6.34,-1.55,126.64
155.52,-6.20,337.02,300.58,93.12,25.75,6.33,-0.56,126.55
155.51,-6.19,337.02,300.00,92.99,25.86,6.33,0.40,126.46
155.49,-6.18,337.02,299.46,92.87,25.96,6.33,1.34,126.40
155.47,-6.17,337.02,298.97,92.75,26.03,6.32,2.26,126.33
155.45,-6.16,337.02,298.55,92.64,26.08,6.32,3.16,126.28
155.43,-6.15,337.02,298.20,92.53,26.09,6.32,3.95,126.24
155.42,-6.14,337.02,297.93,92.42,26.08,6.32,4.24,126.20
155.40,-6.13,337.02,297.75,92.32,26.04,6.31,4.52,126.17
155.38,-6.12,337.02,297.67,92.22,25.97,6.31,4.79,126.15
155.36,-6.12,337.02,297.69,92.13,25.87,6.31,5.06,126.13
155.34,-6.11,337.02,297.81,92.04,25.75,6.31,5.33,126.11
155.32,-6.10,337.02,298.05,91.95,25.59,6.31,5.61,126.10
155.30,-6.09,337.02,298.40,91.87,25.41,6.31,5.90,126.09
155.29,-6.08,337.02,298.85,91.79,25.20,6.31,6.21,126.09
155.27,-6.07,337.02,299.42,91.71,24.97,6.31,6.54,126.09
155.25,-6.06,337.02,300.08,91.63,24.72,6.31,6.89,126.09
155.23,-6.05,337.02,300.85,91.56,24.45,6.31,7.09,126.09
155.21,-6.04,337.02,301.70,91.49,24.17,6.31,7.32,126.10
155.20,-6.03,337.02,302.64,91.42,23.87,6.31,7.58,126.10
155.18,-6.02,337.02,303.64,91.35,23.57,6.31,7.89,126.11
155.16,-6.01,337.02,304.71,91.28,23.26,6.31,8.23,126.12
155.14,-6.00,337.02,305.81,91.22,22.95,6.31,8.63,126.13
155.13,-5.98,337.02,306.96,91.16,22.64,6.31,9.07,126.14
155.11,-5.97,337.02,308.13,91.11,22.33,6.31,9.57,126.15
155.09,-5.96,337.02,309.31,91.07,22.03,6.31,10.11,126.17
155.07,-5.95,337.02,310.50,91.03,21.73,6.31,10.71,126.18
155.06,-5.93,337.02,311.68,90.99,21.44,6.32,10.68,126.19
155.04,-5.92,337.02,312.86,90.96,21.16,6.32,10.52,126.21
155.02,-5.90,337.02,314.02,90.93,20.88,6.32,10.42,126.23
155.01,-5.89,337.02,315.17,90.91,20.62,6.32,10.38,126.24
154.99,-5.87,337.02,316.30,90.89,20.36,6.32,10.39,126.26
154.98,-5.86,337.02,317.43,90.86,20.11,6.32,10.46,126.28
154.96,-5.84,337.02,318.54,90.82,19.87,6.32,10.58,126.30
154.94,-5.82,337.02,319.65,90.77,19.63,6.32,10.77,126.32
154.93,-5.80,337.02,320.76,90.71,19.40,6.32,11.02,126.34
154.91,-5.79,337.02,321.87,90.62,19.17,6.32,11.32,126.37
154.90,-5.77,337.02,322.99,90.49,18.95,6.33,11.13,126.39
154.88,-5.75,337.02,324.12,90.33,18.73,6.33,10.66,126.42
154.87,-5.73,337.02,325.27,90.12,18.50,6.33,10.25,126.44
154.85,-5.71,337.02,326.44,89.85,18.28,6.33,9.92,126.47
154.84,-5.69,337.02,327.63,89.52,18.05,6.33,9.66,126.50
154.82,-5.66,337.02,328.82,89.11,17.82,6.33,9.48,126.53
154.81,-5.64,337.02,330.03,88.61,17.59,6.34,9.39,126.56
154.80,-5.62,337.02,331.24,88.02,17.36,6.34,9.38,126.59
154.78,-5.59,337.02,332.45,87.33,17.13,6.34,9.46,126.63
154.77,-5.57,337.02,333.64,86.54,16.89,6.34,9.64,126.66
154.76,-5.54,337.02,334.81,85.63,16.65,6.34,10.00,126.70
154.74,-5.52,337.02,335.94,84.60,16.42,6.34,10.58,126.74
154.73,-5.49,337.02,337.03,83.47,16.18,6.35,11.25,126.78
154.72,-5.46,337.02,338.06,82.22,15.95,6.35,12.02,126.82
154.71,-5.43,337.02,339.03,80.88,15.72,6.35,12.89,126.87
154.69,-5.40,337.02,339.93,79.44,15.50,6.35,13.85,126.91
154.68,-5.37,337.02,340.75,77.93,15.29,6.36,14.91,126.96
154.67,-5.34,337.02,341.48,76.35,15.09,6.36,16.05,127.00
154.66,-5.31,337.02,342.13,74.72,14.90,6.36,17.27,127.05
154.65,-5.27,337.02,342.68,73.07,14.73,6.36,18.55,127.10
154.64,-5.24,337.02,343.15,71.41,14.57,6.37,18.11,127.15
154.63,-5.21,337.02,343.52,69.77,14.43,6.37,12.52,127.20
154.62,-5.17,337.02,343.80,68.15,14.31,6.37,6.97,127.25
154.61,-5.14,337.02,344.00,66.58,14.21,6.37,1.45,127.30
154.60,-5.10,337.02,344.10,65.08,14.14,6.38,-4.04,127.35
154.59,-5.07,337.02,344.12,63.65,14.10,6.38,-9.54,127.40
154.58,-5.03,337.02,344.07,62.32,14.08,6.38,-15.03,127.44
154.56,-5.00,337.02,343.94,61.07,14.09,6.38,-20.53,127.49
154.55,-4.96,337.02,343.74,59.93,14.14,6.38,-26.06,127.53
154.54,-4.93,337.02,343.48,58.89,14.21,6.39,-31.62,127.57
154.53,-4.90,337.02,343.18,57.95,14.32,6.39,-36.46,127.61
154.52,-4.86,337.02,342.83,57.12,14.47,6.39,-32.33,127.64
154.51,-4.83,337.02,342.45,56.39,14.65,6.39,-28.24,127.68
154.50,-4.80,337.02,342.04,55.76,14.87,6.39,-24.20,127.71
154.49,-4.77,337.02,341.63,55.21,15.13,6.39,-20.21,127.73
154.48,-4.73,337.02,341.22,54.75,15.42,6.39,-16.27,127.76
154.47,-4.70,337.02,340.81,54.37,15.74,6.40,-12.37,127.78
154.46,-4.67,337.02,340.42,54.06,16.10,6.40,-8.52,127.79
154.44,-4.64,337.02,340.06,53.81,16.49,6.40,-4.71,127.81
154.43,-4.61,337.02,339.72,53.63,16.91,6.40,-0.93,127.82
154.42,-4.58,337.02,339.42,53.49,17.35,6.40,2.81,127.83
154.41,-4.55,337.02,339.15,53.41,17.81,6.40,3.95,127.84
154.40,-4.52,337.02,338.92,53.37,18.29,6.40,4.77,127.84
154.38,-4.49,337.02,338.72,53.38,18.78,6.40,5.56,127.85
154.37,-4.46,337.02,338.55,53.42,19.28,6.40,6.34,127.85
154.36,-4.43,337.02,338.40,53.51,19.78,6.40,7.10,127.85
154.35,-4.40,337.02,338.27,53.63,20.27,6.40,7.85,127.85
154.34,-4.37,337.02,338.15,53.80,20.75,6.40,8.59,127.85
154.32,-4.35,337.02,338.03,54.01,21.22,6.40,9.31,127.85
154.31,-4.32,337.02,337.92,54.27,21.66,6.40,10.02,127.85
154.30,-4.29,337.02,337.81,54.57,22.07,6.40,10.73,127.84
154.29,-4.26,337.02,337.68,54.92,22.45,6.40,9.84,127.84
154.27,-4.23,337.02,337.55,55.32,22.79,6.40,8.31,127.84
154.26,-4.20,337.02,337.40,55.77,23.08,6.40,6.77,127.84
154.25,-4.17,337.02,337.23,56.27,23.32,6.40,5.21,127.83
154.24,-4.15,337.02,337.04,56.82,23.51,6.40,3.64,127.83
154.22,-4.12,337.02,336.83,57.42,23.64,6.40,2.05,127.83
154.21,-4.09,337.02,336.60,58.07,23.72,6.40,0.44,127.82
154.20,-4.06,337.02,336.35,58.76,23.73,6.40,-1.20,127.82
154.19,-4.04,337.02,336.08,59.49,23.69,6.40,-2.85,127.82
154.17,-4.01,337.02,335.78,60.26,23.58,6.40,-4.53,127.81
154.16,-3.98,337.02,335.46,61.06,23.42,6.40,-5.24,127.81
154.15,-3.95,337.02,335.13,61.88,23.20,6.39,-5.12,127.81
154.14,-3.93,337.02,334.76,62.72,22.93,6.39,-5.03,127.80
154.12,-3.90,337.02,334.37,63.57,22.60,6.39,-4.97,127.80
154.11,-3.88,337.02,333.96,64.43,22.23,6.39,-4.95,127.79
154.10,-3.85,337.02,333.52,65.28,21.81,nan,-4.96,nan
154.08,-3.83,337.02,333.05,66.13,21.35,nan,-5.01,nan
154.07,-3.80,337.02,332.54,66.95,20.87,nan,-5.09,nan
154.06,-3.78,337.02,332.01,67.75,20.35,nan,-5.22,nan
154.04,-3.75,337.02,331.43,68.53,19.81,nan,-5.39,nan
154.03,-3.73,337.02,330.82,69.26,19.26,nan,-5.48,nan
154.01,-3.70,337.02,330.17,69.97,18.70,nan,-5.41,nan
154.00,-3.68,337.02,329.47,70.63,18.13,nan,-5.38,nan
153.99,-3.66,337.02,328.73,71.25,17.57,nan,-5.40,nan
157.99,-7.80,339.24,291.37,90.01,10.62,6.32,0.96,127.04
157.97,-7.80,339.24,291.56,90.09,10.59,6.33,1.02,127.08
157.95,-7.79,339.24,291.77,90.17,10.56,6.33,1.08,127.13
157.93,-7.78,339.24,291.99,90.25,10.53,6.33,1.08,127.17
157.91,-7.78,339.24,292.23,90.34,10.49,6.34,1.05,127.22
157.89,-7.77,339.24,292.48,90.43,10.45,6.34,1.03,127.26
157.88,-7.76,339.24,292.76,90.52,10.41,6.35,1.02,127.31
157.86,-7.76,339.24,293.05,90.61,10.36,6.35,1.02,127.37
157.84,-7.75,339.24,293.36,90.71,10.31,6.35,1.04,127.42
157.82,-7.74,339.24,293.70,90.81,10.26,6.36,1.06,127.48
157.80,-7.73,339.24,294.05,90.91,10.20,6.36,1.10,127.54
157.78,-7.73,339.24,294.43,91.01,10.14,6.37,1.16,127.60
157.76,-7.72,339.24,294.83,91.12,10.07,6.37,1.22,127.66
157.74,-7.71,339.24,295.26,91.22,10.01,6.38,1.28,127.73
157.73,-7.70,339.24,295.71,91.33,9.94,6.38,1.32,127.80
157.71,-7.69,339.24,296.19,91.43,9.86,6.38,1.38,127.87
157.69,-7.69,339.24,296.70,91.54,9.79,6.39,1.46,127.94
157.67,-7.68,339.24,297.23,91.65,9.71,6.39,1.55,128.01
157.65,-7.67,339.24,297.78,91.75,9.63,6.40,1.67,128.09
157.63,-7.66,339.24,298.36,91.85,9.55,6.40,1.82,128.16
157.61,-7.65,339.24,298.96,91.94,9.47,6.41,1.98,128.24
157.60,-7.64,339.24,299.59,92.03,9.39,6.41,2.17,128.32
157.58,-7.63,339.24,300.24,92.11,9.30,6.42,2.39,128.40
157.56,-7.62,339.24,300.90,92.18,9.22,6.42,2.43,128.49
157.54,-7.61,339.24,301.59,92.24,9.14,6.43,2.05,128.57
157.52,-7.60,339.24,302.28,92.28,9.06,6.43,1.70,128.66
157.51,-7.59,339.24,302.99,92.31,8.99,6.44,1.38,128.74
157.49,-7.58,339.24,303.70,92.32,8.91,6.44,1.08,128.83
157.47,-7.57,339.24,304.41,92.31,8.85,6.45,0.82,128.92
157.45,-7.56,339.24,305.13,92.28,8.78,6.45,0.58,129.02
157.43,-7.55,339.24,305.83,92.23,8.73,6.46,0.38,129.11
157.42,-7.54,339.24,306.52,92.15,8.68,6.46,0.21,129.21
157.40,-7.52,339.24,307.20,92.05,8.64,6.47,0.06,129.31
157.38,-7.51,339.24,307.86,91.92,8.60,6.47,-0.03,129.41
