,total_peridotite
639,7187.673978551551
640,8915.95519760605
641,13332.39660283911
642,6892.639320094782
643,13860.067284214136
644,1473.8612349181226
645,6380.538593966744
646,1988.9919945865154
647,2570.9919425873104
648,1836.7573561036281
649,232.0991677119501
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,968.2824637219749
671,776.0819114819238
672,0.0
673,0.0
674,3739.879027529906
675,2761.0283649388493
676,14259.913729601201
677,4840.757971931851
678,25149.539075903613
679,9233.60599204277
680,6956.147044498323
681,0.0
682,13040.242182315757
683,1198.858988433003
684,0.0
685,2900.550061901129
686,1003.7376043331001
687,1542.3488049079035
688,2170.041364131298
689,2243.1212935774865
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,2603.9307312976985
711,1764.8221160383107
712,0.0
713,0.0
714,5080.666606094294
715,15221.696333814138
716,5572.665971655564
717,6756.144708838304
718,7020.553951630578
719,4324.903385601621
720,2964.757536044088
721,2223.5654388993994
722,13221.402558824977
723,1704.3134489658892
724,4185.360945755433
725,3779.9202414937863
726,2931.36642234277
727,16047.351683342804
728,0.0
729,1332.375275664512
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,319.69509212381837
742,460.29852509146116
743,6263.732662985453
744,295.3139466102476
745,1109.0071070219901
746,4960.278999918818
747,3266.407377203655
748,0.0
749,0.0
750,2369.33500631618
751,963.2743541586041
752,0.0
753,0.0
754,551.3837231938362
755,4235.210787190926
756,4891.315494346213
757,5548.422811940868
758,5937.543610928718
759,1477.5887975451758
760,552.2237045777099
761,15269.856688790007
762,10239.933719121784
763,2619.944424247243
764,0.0
765,8296.38053706922
766,2737.749531636123
767,1859.1149576678326
768,2966.5570245886784
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,6739.06554607167
783,350.0352411561943
784,1525.001305686524
785,586.4139703162369
786,1784.812579569796
787,2990.9110031106916
788,0.0
789,0.0
790,8248.889613771877
791,0.0
792,0.0
793,1142.9685849758034
794,9166.632468031603
795,13944.406436478897
796,1719.6166114092064
797,10167.178450170168
798,9895.777882809085
799,4988.4834200794385
800,0.0
801,15678.26601910097
802,754.4373794022908
803,1950.6700731003903
804,0.0
805,1087.2948759481567
806,4489.409013241498
807,1745.9975172797283
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,393.846016909685
821,9915.819092164134
822,796.4130645305042
823,5447.265729821585
824,928.2896542868453
825,78.23701696998668
826,0.0
827,0.0
828,0.0
829,0.0
830,2908.8395585147305
831,0.0
832,195.4596960187196
833,2947.3858339639864
834,20187.44048047244
835,1232.4117842427752
836,5183.194347439863
837,4559.233907999668
838,41413.48523851151
839,2861.942725353089
840,1541.0575382501622
841,4615.95732233265
842,0.0
843,7843.551075898133
844,303.71840699905147
845,12652.823136138843
846,9251.005162792893
847,11672.348069063795
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,3332.290790712012
863,2022.277918540501
864,897.964729920469
865,0.0
866,0.0
867,0.0
868,0.0
869,579.8696313618061
870,0.0
871,0.0
872,1415.3830523348147
873,11759.463098354445
874,1373.867022502246
875,6360.961011394434
876,3517.3568998357787
877,13329.752029582463
878,19345.09833845372
879,779.6210805406861
880,2920.0448601063654
881,14380.300779270572
882,5464.325002400739
883,11940.394845059518
884,1458.1161842015028
885,4804.738793419191
886,6601.405059433658
887,3941.4865523407684
888,7617.66889582684
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,1275.5736356837233
902,5353.668784962323
903,1535.0979066631153
904,810.327017410347
905,0.0
906,0.0
907,0.0
908,0.0
909,1658.1559935731607
910,0.0
911,2809.6171310415166
912,8354.188484045233
913,3207.7627976011086
914,269.2006506005066
915,12948.16444431608
916,7898.066405611313
917,13371.704865245856
918,7481.894774006029
919,7397.788324385058
920,2683.3329700178406
921,12098.317076362076
922,20100.212970748522
923,24875.597960019844
924,0.0
925,1805.4804669176347
926,4987.0893988812
927,14125.23059246849
928,7696.0105377924765
929,5523.841044560909
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,117.53750809235515
942,2323.540892081962
943,434.3703801553126
944,1181.5333325702545
945,0.0
946,0.0
947,4006.1436942295454
948,1676.1578539150187
949,0.0
950,250.7459226142343
951,4062.749188343091
952,11892.278299129814
953,6955.497793721026
954,9151.681193563601
955,10805.454277448
956,20697.874349087204
957,4175.513557413069
958,10456.112911182625
959,0.0
960,2483.34974977416
961,3792.4047722009686
962,3095.2856729661967
963,4811.2269079082835
964,1972.0482037551178
965,3208.108491048683
966,885.5377736798537
967,5210.660248684815
968,4327.143227879892
969,543.7318851197949
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,5004.358456528663
982,0.0
983,189.81295265697491
984,0.0
985,0.0
986,0.0
987,3093.7343738416903
988,556.5458657460913
989,0.0
990,926.8171794891276
991,8567.177268118128
992,3413.144802713301
993,4384.968945030773
994,6029.484986452481
995,20585.95103441544
996,8578.26818140312
997,182.20779043899455
998,3182.69331561308
999,0.0
1000,1312.3146861838195
1001,20281.9844825743
1002,18149.25956365472
1003,9325.32284944746
1004,1732.5527319707883
1005,584.564171019251
1006,2143.331961741412
1007,17248.479556829676
1008,4269.630054726963
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,1895.4927512764448
1021,4358.982353573664
1022,371.7672111697742
1023,0.0
1024,0.0
1025,0.0
1026,255.3955630055369
1027,830.50221174028
1028,0.0
1029,3772.364309610088
1030,2281.8153063609275
1031,9894.383931733648
1032,9546.916460561584
1033,0.0
1034,11279.027831232035
1035,2508.1375570209048
1036,7676.452383699398
1037,0.0
1038,1731.1924341497247
1039,0.0
1040,0.0
1041,11646.687731608448
1042,3371.844476092985
1043,10651.101959436714
1044,1980.3496188348595
1045,0.0
1046,9693.647766787743
1047,19640.37615644066
1048,18974.08127486445
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,4213.131598917015
1061,667.1812268946453
1062,277.6193542751435
1063,0.0
1064,0.0
1065,0.0
1066,3659.93838396571
1067,0.0
1068,2448.5859970931688
1069,3254.6445975542033
1070,6305.364990124455
1071,12820.65945610429
1072,6582.519494542591
1073,798.0718913729389
1074,16070.008202391682
1075,3361.452494829162
1076,8864.027437218161
1077,577.8373947728758
1078,4332.931934852347
1079,284.82048400511627
1080,0.0
1081,10861.24859023147
1082,7374.920882132944
1083,16230.061662785249
1084,1857.9684143817626
1085,1465.1001298021424
1086,590.9839644789661
1087,1104.295528082204
1088,1528.5549646308639
1089,4828.8200671024415
1090,1117.6309719263822
1091,1456.1528070637282
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,286.2057798615326
1100,8375.2069491681
1101,2520.842004576959
1102,0.0
1103,0.0
1104,0.0
1105,2397.298692517427
1106,0.0
1107,0.0
1108,0.0
1109,776.6501457657025
1110,8783.930423238793
1111,17078.843381013317
1112,752.2196757645086
1113,4191.519477042095
1114,5566.0353753961535
1115,2987.7739068131677
1116,11458.509460892446
1117,0.0
1118,27445.57768789555
1119,10837.98400294096
1120,308.5024316876392
1121,5016.4773513685595
1122,9126.33738140686
1123,9795.40279940107
1124,4718.034550597845
1125,1702.6143669808125
1126,0.0
1127,15696.84274676381
1128,6762.079376619143
1129,5947.931101697597
1130,5635.415755031727
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,163.21493604917177
1140,2070.91287852268
1141,0.0
1142,0.0
1143,0.0
1144,456.9650992466125
1145,0.0
1146,0.0
1147,189.17596164102832
1148,0.0
1149,2793.714605625994
1150,5216.25836609683
1151,27505.210873581807
1152,0.0
1153,238.8040047779319
1154,6306.6921562561065
1155,1655.7001143849648
1156,11987.071297062874
1157,0.0
1158,22487.478654891103
1159,14302.485244660558
1160,0.0
1161,4146.291514341177
1162,7191.097331998623
1163,6703.2213985454655
1164,5433.84577472193
1165,2846.048346383104
1166,1926.8972089260965
1167,2009.340902829289
1168,0.0
1169,7344.1096797167065
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,2744.6499271818125
1180,6144.757655212713
1181,0.0
1182,0.0
1183,0.0
1184,702.6703567080541
1185,0.0
1186,250.46673110535573
1187,762.1298280296062
1188,0.0
1189,11131.53928523829
1190,5809.939438138797
1191,8953.672352699867
1192,0.0
1193,1387.7789947677913
1194,10829.207423847354
1195,7155.559975906835
1196,4937.862395058926
1197,613.8078499523385
1198,5593.194469537821
1199,6736.1255486683385
1200,0.0
1201,0.0
1202,5800.558616618905
1203,5176.602209356235
1204,24793.447023613484
1205,9381.813265365208
1206,2907.9184137144875
1207,926.6962506599165
1208,1103.0274724431742
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,381.5244402781249
1219,3815.8037066108745
1220,836.5281042334132
1221,0.0
1222,0.0
1223,2191.894663604738
1224,578.1577902183908
1225,1618.3449742902853
1226,2562.9818840009907
1227,0.0
1228,1604.1270896844962
1229,10437.24341093097
1230,21723.622843731417
1231,8385.282348701012
1232,0.0
1233,964.3152940393296
1234,7364.521333528775
1235,14974.405600851405
1236,17733.969050854397
1237,1410.0614564034622
1238,3749.4038452409272
1239,22454.45591563445
1240,26330.89503593482
1241,0.0
1242,791.4889978241297
1243,5742.833281076008
1244,1656.390041717721
1245,14864.666837087212
1246,11562.350485078141
1247,1088.4428175202486
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,241.98174138477273
1258,4870.750725154615
1259,2458.2483612773667
1260,0.0
1261,0.0
1262,0.0
1263,3512.148752039693
1264,1754.4422629590667
1265,0.0
1266,0.0
1267,0.0
1268,1022.4158905221628
1269,18340.2088079541
1270,20153.386807035164
1271,15759.581075649896
1272,1467.6683154811087
1273,0.0
1274,0.0
1275,295.20879848741396
1276,4523.516604342828
1277,1329.2865011310832
1278,3637.1143098898488
1279,14812.976367876112
1280,5839.277505971143
1281,0.0
1282,0.0
1283,3414.838624370781
1284,7578.7058413261675
1285,7494.092976168445
1286,11891.98537228234
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,682.142438466425
1298,1951.174773219456
1299,404.6729979125515
1300,0.0
1301,0.0
1302,1434.639701797925
1303,757.8231266248536
1304,1089.3701156013792
1305,2024.4355906851401
1306,0.0
1307,522.8819516075444
1308,1545.882906936591
1309,6152.550096642168
1310,10829.240441288413
1311,1437.1937498209609
1312,4697.347686143205
1313,1033.0332943301114
1314,4402.808928003812
1315,6402.127950446486
1316,7175.152987654184
1317,4430.3152786560195
1318,3740.9797449550747
1319,4512.076724278293
1320,4399.426233038264
1321,17690.108340734525
1322,617.8824962956061
1323,0.0
1324,8188.770951108897
1325,8902.534498935212
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,1206.2682191168096
1338,679.6978759474048
1339,0.0
1340,0.0
1341,0.0
1342,1526.327423488477
1343,1038.2653481482007
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,403.12678571970923
1349,6145.50363658549
1350,4978.574901355498
1351,7296.344758356091
1352,6243.241867439607
1353,10841.344058536446
1354,1256.536909396706
1355,7541.161450769026
1356,4454.890538021698
1357,4251.723224993901
1358,3829.787144372816
1359,0.0
1360,275.0007475803663
1361,27409.11408303182
1362,10029.981600094037
1363,309.86216934414523
1364,1238.0523900180658
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,1775.0650185109337
1378,0.0
1379,0.0
1380,0.0
1381,3001.3233828173898
1382,1889.8562720435698
1383,0.0
1384,1479.6737365688996
1385,0.0
1386,2090.0293586419066
1387,0.0
1388,2081.1873748987828
1389,3970.80160586943
1390,22848.29288989852
1391,443.776505557214
1392,19714.891648531742
1393,11693.689847725087
1394,4231.896174938837
1395,3153.394537052062
1396,4384.573259998435
1397,4355.535105788898
1398,17617.01983191407
1399,2570.1014575062704
1400,0.0
1401,6819.212199323958
1402,16480.839956008047
1403,1650.6891791887915
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,1667.8420063539509
1417,503.9918209110375
1418,0.0
1419,0.0
1420,0.0
1421,7009.388061391246
1422,492.56598572447217
1423,0.0
1424,247.3676441866942
1425,0.0
1426,4245.220058700378
1427,0.0
1428,0.0
1429,5264.610240127405
1430,14341.961286436488
1431,2793.73742695281
1432,418.08471517666294
1433,6772.555194770915
1434,736.6673812287389
1435,4334.265455758078
1436,508.0563339459198
1437,1316.6757566141105
1438,7262.065050403861
1439,6707.349990833793
1440,1160.6104222325853
1441,315.00556539132015
1442,8141.4062550023555
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,734.5596191015197
1456,3279.5143207060264
1457,0.0
1458,0.0
1459,0.0
1460,823.717924109686
1461,10355.489385993998
1462,0.0
1463,0.0
1464,2260.08601411013
1465,0.0
1466,1393.5477996103227
1467,0.0
1468,2441.9536704191632
1469,4763.60354669999
1470,8403.519918990627
1471,280.47309783302455
1472,0.0
1473,6746.452049451196
1474,4407.219943429917
1475,1263.5002003506265
1476,2418.103907800956
1477,5554.830194594607
1478,8607.78451442511
1479,7102.765593145438
1480,3934.1494263082564
1481,581.3272508927113
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,6695.174127248575
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,754.0699460055667
1501,3768.676514948436
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,558.7686542585024
1507,0.0
1508,6560.42724351657
1509,710.8405338794382
1510,16799.275642011307
1511,4812.955581790951
1512,0.0
1513,0.0
1514,15038.849879606221
1515,9871.858976909656
1516,1707.3045884697879
1517,5172.88944984271
1518,3513.605245777664
1519,0.0
1520,2954.9758899834324
