,total_peridotite
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,8779.5565205336
705,2982.4961418769053
706,185.92354932078723
707,0.0
708,3359.8958515799463
709,0.0
710,8724.95608334507
711,12649.897133313414
712,14500.154489956585
713,57041.09678088876
714,13323.389684867328
715,20525.93980134101
716,24597.39428085647
717,17028.198551185134
718,24970.514540256838
719,7523.932092537283
720,1343.24413071798
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,2168.5452758967704
744,4549.745396256028
745,2779.7953042287754
746,0.0
747,2984.585352741167
748,2776.7026285007864
749,4822.194705660226
750,23768.01251991225
751,20492.446096395914
752,24621.119545370064
753,34105.364666465444
754,4089.470517345476
755,29154.545068719446
756,38739.990949207626
757,2412.1617252405035
758,17642.09233012461
759,20435.465336031826
760,3767.6569418079375
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,7445.4368567029815
784,1330.3607958877412
785,40.98548933948833
786,1021.5583414883782
787,4207.8914585751745
788,251.8229209934501
789,14481.877515407188
790,12250.284364526577
791,28318.518145064958
792,24048.09073326125
793,9046.812413243815
794,760.014359534854
795,27091.680909798146
796,28031.603888631664
797,3201.930999057193
798,14768.14260604804
799,14783.798454183157
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,283.6031260615684
823,8029.546316375896
824,607.3730111341312
825,0.0
826,2025.57186388667
827,0.0
828,9445.662586450926
829,21313.58606791697
830,14159.582424140195
831,24720.56604640718
832,7591.315391107542
833,4638.482752919442
834,2522.4120308140273
835,26280.014207442047
836,15922.764556684286
837,5424.549489152519
838,30201.695840527376
839,18273.9346948523
840,1534.7484792475504
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,8177.210570299856
863,7329.349761755271
864,0.0
865,2625.791791732135
866,2491.771195610148
867,2081.2992507004446
868,12773.968924005218
869,28657.41947308484
870,15166.574461553751
871,12792.618452249362
872,12918.938647111372
873,39047.585763253046
874,3998.180399114444
875,23255.33457935728
876,22976.01485633322
877,8077.191217611639
878,9271.077356802125
879,23958.40242076418
880,11577.304511433053
881,2604.609469543326
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,2885.572849956173
903,4929.292322240877
904,0.0
905,1159.6354559546667
906,695.7319276143729
907,1504.5272503620686
908,24699.321171155163
909,12711.143616274494
910,7653.802546247316
911,23142.06978011689
912,9037.561035896984
913,42383.15836908949
914,5563.634388561597
915,8440.107514138741
916,14470.290035020524
917,37324.30726296696
918,2546.9899404825064
919,6919.956788541999
920,22760.431294969392
921,6132.046682400019
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,1449.7626201358162
942,7522.060852364777
943,0.0
944,3160.916444914132
945,2494.650448716879
946,3069.022477162608
947,15767.471936083883
948,52242.116018185625
949,3728.038299141412
950,3937.6668578864865
951,33122.88275987045
952,14487.525827484982
953,20825.697000565895
954,41849.08182713109
955,3825.9538979819145
956,10721.08819328108
957,32399.931464770016
958,5481.197870300697
959,4033.5110149387624
960,37430.03365987053
961,27022.929058408903
962,1091.6926274875395
963,1146.1685870941556
964,0.0
965,0.0
966,13824.311425254786
967,1761.7210647918746
968,3945.2976665699307
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,363.22325766563443
981,7204.747077109632
982,766.3127882214771
983,591.1363554246716
984,6479.35917109421
985,1010.5390178416301
986,1013.8965728435101
987,15400.799164434015
988,48053.37167629831
989,2904.8620653020694
990,1817.264264161106
991,6240.742135204994
992,9061.279608525974
993,14159.005722819034
994,19072.07455078889
995,7587.318289879665
996,13879.726162427129
997,19162.996843314602
998,15799.720811740604
999,4534.16838471056
1000,786.0690005346908
1001,22488.963055052005
1002,5717.050107196813
1003,0.0
1004,1753.4808979287245
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,1221.201312698797
1021,1218.4401049189491
1022,0.0
1023,3280.1062340060507
1024,1918.2680911716432
1025,0.0
1026,2090.0293586419066
1027,7414.494340756272
1028,13562.4846050462
1029,23500.458620083886
1030,9880.994248336212
1031,15664.578403344965
1032,9313.838650830457
1033,8115.210193968446
1034,23883.92808296301
1035,32841.40889789073
1036,7462.702310332618
1037,17927.96613629259
1038,10488.530010933566
1039,32836.704174006634
1040,0.0
1041,2125.749072458938
1042,926.3101963824336
1043,0.0
1044,16506.10430700262
1045,590.7084775196424
1046,7406.865345148218
1047,3361.948324828942
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,2916.815198655383
1061,0.0
1062,1998.8672785585068
1063,7706.849901297078
1064,1727.041380755594
1065,0.0
1066,5639.743297709158
1067,21406.883186599203
1068,22167.63695022747
1069,32010.39575895783
1070,12804.78176530705
1071,9511.03115412653
1072,19116.038900837313
1073,11204.313813848614
1074,5297.529826243448
1075,11194.545338681646
1076,21497.836381574096
1077,10452.043990818898
1078,9499.65302072352
1079,21937.633311432386
1080,7813.191948709833
1081,16197.554942180843
1082,6856.879900320098
1083,1023.23353401073
1084,2254.958875400596
1085,647.2774171246616
1086,6050.134757803797
1087,5061.073668211484
1088,0.0
1089,0.0
1090,3563.233286917095
1091,9029.474072827335
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,6417.602375471031
1100,439.2675866298624
1101,0.0
1102,11814.71776679873
1103,627.6933598992998
1104,2260.08601411013
1105,1393.5477996103227
1106,2441.9536704191632
1107,20558.973217434577
1108,2050.618374777613
1109,3397.0220526035228
1110,12084.151455742498
1111,10596.218407433058
1112,18072.371911276037
1113,14309.917668551489
1114,2933.743307827811
1115,20576.054803248247
1116,38034.10254677076
1117,15056.997753362846
1118,10767.229244684338
1119,5766.442967274048
1120,3781.5699482177474
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,2170.801324926162
1139,3734.5028298943
1140,0.0
1141,0.0
1142,18747.29880534126
1143,1421.424232585984
1144,980.2514849608494
1145,558.7686542585024
1146,265.19153927017624
1147,21556.443349864967
1148,20052.120455476957
1149,6998.505449073123
1150,19287.92973518698
1151,26234.374230172732
1152,3261.870653658302
1153,3315.1408828503495
1154,1475.5052851657058
1155,0.0
1156,35912.5918812078
1157,23175.740443973064
1158,28094.96163699223
1159,10416.229875952
1160,10173.355867754515
1161,2452.851691477797
1162,16049.192256819364
1163,1343.7843392140016
1164,2643.9265074983177
1165,7302.658715447261
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,730.8006847500865
1179,844.1778489661252
1180,0.0
1181,0.0
1182,23825.483321194442
1183,9379.860270770314
1184,0.0
1185,13714.756459627399
1186,795.5146266790664
1187,1435.3752534064295
1188,8883.710747921661
1189,4735.515956476682
1190,0.0
1191,9977.116988062033
1192,12485.870983682542
1193,0.0
1194,5515.642469554287
1195,10497.496711070302
1196,3876.978486387555
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,598.5561514135148
1219,0.0
1220,0.0
1221,0.0
1222,20746.640536598006
1223,10457.752357850915
1224,0.0
1225,1866.2689579741152
1226,0.0
1227,0.0
1228,24186.85186795403
1229,6469.228790869608
1230,0.0
1231,0.0
1232,23058.483968718774
1233,5078.351987093642
1234,11496.517743312648
1235,252.59309623166777
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,1057.3256061256218
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,10530.234739322612
1263,8299.393637532952
1264,0.0
1265,4321.685230834569
1266,0.0
1267,0.0
1268,0.0
1269,2169.7444700698343
1270,0.0
1271,0.0
1272,0.0
1273,1523.5376935939184
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,1557.7506195870303
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,6637.537136591109
1303,5155.524193336158
1304,309.56768177120034
1305,9113.784233282164
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,275.4461238160323
1312,586.2388176905097
1313,25900.75726131548
1314,4213.775437952159
1315,0.0
1316,3216.6464996949326
1317,0.0
1318,585.2656703404098
1319,0.0
1320,16795.46167659578
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,331.10094980358997
1339,0.0
1340,0.0
1341,0.0
1342,189.52887087378917
1343,6744.003213957126
1344,1883.804767069425
1345,8264.737414646363
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,257.81808412514795
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,9435.7337330429
1384,6858.518125815277
1385,1737.4724082770845
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,223.1273928959355
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,2121.687642020973
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,251.6411944746384
1466,12038.662682405626
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,572.2083248073219
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
