123.34 6.96
123.32 6.86
123.31 6.77
123.30 6.68
123.30 6.58
123.30 6.49
123.31 6.39
123.31 6.30
123.31 6.21
123.32 6.11
123.37 6.03
123.41 5.95
123.48 5.89
123.56 5.83
123.64 5.77
123.72 5.73
123.80 5.68
123.88 5.64
123.97 5.60
124.06 5.56
124.14 5.52
124.23 5.49
124.32 5.47
124.41 5.44
124.51 5.42
124.60 5.40
124.69 5.39
125.20 5.50
125.25 5.50
125.35 5.55
125.40 5.55
125.45 5.55
125.50 5.55
125.60 5.60
125.65 5.60
125.70 5.60
125.73 5.63
125.75 5.65
125.75 5.70
125.75 5.75
125.73 5.83
125.70 5.90
125.68 5.97
125.65 6.05
125.55 6.20
125.50 6.30
125.40 6.45
125.05 6.85
124.70 7.22
124.51 7.45
124.41 7.60
124.30 7.75
124.28 7.83
124.25 7.90
124.24 7.93
124.20 7.93
124.16 7.93
124.10 7.90
123.34 6.96
123.34 6.96
